Date;Open;ln open
02/10/2015;0,683732;-0,380189251
03/10/2015;0,678783;-0,38745379
04/10/2015;0,686343;-0,376377776
05/10/2015;0,666784;-0,405289124
06/10/2015;0,622218;-0,474464765
07/10/2015;0,650515;-0,429990922
08/10/2015;0,609501;-0,495114689
09/10/2015;0,655084;-0,422991807
10/10/2015;0,641187;-0,444434133
11/10/2015;0,627461;-0,466073761
12/10/2015;0,634515;-0,454894351
13/10/2015;0,627943;-0,465305881
14/10/2015;0,61224;-0,490630916
15/10/2015;0,523278;-0,647642407
16/10/2015;0,562593;-0,575198825
17/10/2015;0,534117;-0,627140363
18/10/2015;0,547913;-0,601638764
19/10/2015;0,517621;-0,658511965
20/10/2015;0,489629;-0,714107318
21/10/2015;0,431589;-0,840281532
22/10/2015;0,444988;-0,809707963
23/10/2015;0,56637;-0,568507704
24/10/2015;0,539681;-0,616777055
25/10/2015;0,563207;-0,574108045
26/10/2015;0,619743;-0,478450403
27/10/2015;0,70889;-0,344054913
28/10/2015;0,870938;-0,138184487
29/10/2015;1,00525;0,005236267
30/10/2015;1,2092;0,189958984
31/10/2015;1,04658;0,045527705
01/11/2015;0,920847;-0,08246138
02/11/2015;1,05797;0,056351978
03/11/2015;0,994568;-0,005446807
04/11/2015;1,01065;0,010593688
05/11/2015;0,900699;-0,10458415
06/11/2015;0,904772;-0,100072301
07/11/2015;0,923732;-0,079333293
08/11/2015;0,915661;-0,08810907
09/11/2015;1,03253;0,032012101
10/11/2015;1,00126;0,001259207
11/11/2015;0,941296;-0,06049763
12/11/2015;0,796455;-0,227584648
13/11/2015;0,907722;-0,096817115
14/11/2015;0,905469;-0,099302237
15/11/2015;0,891217;-0,115167335
16/11/2015;0,906166;-0,098532767
17/11/2015;0,924948;-0,078017759
18/11/2015;0,993214;-0,00680913
19/11/2015;0,988713;-0,011351182
20/11/2015;0,955735;-0,045274601
21/11/2015;0,928758;-0,073907069
22/11/2015;0,979765;-0,020442532
23/11/2015;0,967493;-0,033047089
24/11/2015;0,946442;-0,055045589
25/11/2015;0,893827;-0,112243035
26/11/2015;0,863273;-0,1470243
27/11/2015;0,8821;-0,125449851
28/11/2015;0,868102;-0,14144606
29/11/2015;0,914144;-0,089767171
30/11/2015;0,879951;-0,127889055
01/12/2015;0,878316;-0,129748841
02/12/2015;0,873171;-0,135623866
03/12/2015;0,818546;-0,200225683
04/12/2015;0,812082;-0,208153959
05/12/2015;0,841195;-0,172931779
06/12/2015;0,866417;-0,143388962
07/12/2015;0,836322;-0,178741573
08/12/2015;0,806024;-0,21564176
09/12/2015;0,824454;-0,19303393
10/12/2015;0,79559;-0,228671301
11/12/2015;0,839995;-0,17435934
12/12/2015;0,931196;-0,071285498
13/12/2015;0,971538;-0,028874896
14/12/2015;0,95662;-0,044349041
15/12/2015;0,990589;-0,009455563
16/12/2015;1,01711;0,016965272
17/12/2015;0,993043;-0,006981313
18/12/2015;0,938327;-0,063656777
19/12/2015;0,921524;-0,081726458
20/12/2015;0,90824;-0,096246618
21/12/2015;0,906065;-0,098644232
22/12/2015;0,894973;-0,110961729
23/12/2015;0,861782;-0,148752941
24/12/2015;0,859433;-0,151482409
25/12/2015;0,861993;-0,148508129
26/12/2015;0,870766;-0,138381995
27/12/2015;0,853166;-0,158801143
28/12/2015;0,856356;-0,155069101
29/12/2015;0,843835;-0,169798301
30/12/2015;0,874258;-0,134379752
31/12/2015;0,912098;-0,092007839
01/01/2016;0,933712;-0,068587239
02/01/2016;0,947401;-0,054032833
03/01/2016;0,93843;-0,063547013
04/01/2016;0,972045;-0,028353179
05/01/2016;0,953147;-0,047986137
06/01/2016;0,950028;-0,051263821
07/01/2016;0,955801;-0,045205547
08/01/2016;0,942752;-0,058952021
09/01/2016;0,985501;-0,014605138
10/01/2016;0,985557;-0,014548315
11/01/2016;0,999216;-0,000784307
12/01/2016;1,0661;0,06400713
13/01/2016;1,13547;0,127046662
14/01/2016;1,1221;0,11520193
15/01/2016;1,18444;0,169270089
16/01/2016;1,22046;0,199227837
17/01/2016;1,22147;0,200055051
18/01/2016;1,33231;0,286914278
19/01/2016;1,42261;0,352493213
20/01/2016;1,36318;0,309820206
21/01/2016;1,5327;0,427030886
22/01/2016;1,54703;0,436336964
23/01/2016;1,50412;0,40820801
24/01/2016;1,90054;0,642138056
25/01/2016;2,14764;0,764369565
26/01/2016;2,53274;0,929301721
27/01/2016;2,24744;0,809791791
28/01/2016;2,40645;0,878152632
29/01/2016;2,54298;0,933336622
30/01/2016;2,50772;0,919373974
31/01/2016;2,44315;0,89328819
01/02/2016;2,31969;0,841433556
02/02/2016;2,21519;0,795338179
03/02/2016;2,43193;0,888685181
04/02/2016;2,52903;0,92783583
05/02/2016;2,57035;0,944042076
06/02/2016;2,53382;0,929728045
07/02/2016;2,53641;0,930749695
08/02/2016;2,973;1,089571544
09/02/2016;3,17499;1,155304483
10/02/2016;4,00055;1,386431852
11/02/2016;4,49682;1,50337048
12/02/2016;5,94615;1,782743951
13/02/2016;5,68505;1,737839922
14/02/2016;5,40433;1,687200484
15/02/2016;5,33053;1,67345067
16/02/2016;5,32832;1,673035991
17/02/2016;4,28917;1,456093241
18/02/2016;3,7747;1,328320909
19/02/2016;4,38479;1,478141734
20/02/2016;4,6822;1,543768085
21/02/2016;4,36055;1,472598196
22/02/2016;4,66495;1,540077116
23/02/2016;5,68493;1,737818814
24/02/2016;5,60405;1,723489551
25/02/2016;6,18671;1,822403443
26/02/2016;6,03783;1,798044676
27/02/2016;5,96308;1,785587126
28/02/2016;6,40551;1,857158557
29/02/2016;6,45565;1,864955716
01/03/2016;6,31931;1,843610025
02/03/2016;7,63303;2,032484883
03/03/2016;8,44229;2,133253599
04/03/2016;9,24056;2,22360249
05/03/2016;10,3703;2,338945951
06/03/2016;11,204;2,416270857
07/03/2016;11,4288;2,436136485
08/03/2016;9,58214;2,259900949
09/03/2016;9,79242;2,281608617
10/03/2016;11,8815;2,474982569
11/03/2016;11,2216;2,417840492
12/03/2016;11,1307;2,409707056
13/03/2016;13,5102;2,603444956
14/03/2016;14,5122;2,674989675
15/03/2016;13,0017;2,565080118
16/03/2016;13,0216;2,566609517
17/03/2016;12,5587;2,530413652
18/03/2016;11,1091;2,407764592
19/03/2016;11,2037;2,416244081
20/03/2016;10,5163;2,352926434
21/03/2016;10,3037;2,332503054
22/03/2016;11,8792;2,474788972
23/03/2016;11,3279;2,427268709
24/03/2016;12,4422;2,521093921
25/03/2016;11,2603;2,421283265
26/03/2016;10,7679;2,376569486
27/03/2016;10,9861;2,396630837
28/03/2016;10,4314;2,344820488
29/03/2016;11,7527;2,464083001
30/03/2016;11,6053;2,45146189
31/03/2016;11,9198;2,478200883
01/04/2016;11,4006;2,433665986
02/04/2016;11,6306;2,453639556
03/04/2016;11,6283;2,453441782
04/04/2016;11,6158;2,45236624
05/04/2016;11,2125;2,417029227
06/04/2016;10,4498;2,346582839
07/04/2016;10,6952;2,369795043
08/04/2016;10,0774;2,310295293
09/04/2016;9,69423;2,271530863
10/04/2016;9,14985;2,213737486
11/04/2016;8,94278;2,190846503
12/04/2016;8,63947;2,156341238
13/04/2016;7,44136;2,007053628
14/04/2016;8,07517;2,088793922
15/04/2016;8,38606;2,126570804
16/04/2016;8,23588;2,108500219
17/04/2016;8,62319;2,154455086
18/04/2016;9,33273;2,233527577
19/04/2016;9,07533;2,205559743
20/04/2016;8,68819;2,161964632
21/04/2016;8,45346;2,134575825
22/04/2016;8,14992;2,098008111
23/04/2016;7,79183;2,053075749
24/04/2016;8,29343;2,115463635
25/04/2016;8,00777;2,08041232
26/04/2016;7,52655;2,018436769
27/04/2016;7,38839;1,999909849
28/04/2016;7,74069;2,046490831
29/04/2016;7,20703;1,975056939
30/04/2016;7,45391;2,008738727
01/05/2016;8,77508;2,171915886
02/05/2016;8,89424;2,185403876
03/05/2016;10,1651;2,318960285
04/05/2016;9,38287;2,238885686
05/05/2016;9,39673;2,240361756
06/05/2016;9,80961;2,283362517
07/05/2016;9,31565;2,231695782
08/05/2016;9,3729;2,237822547
09/05/2016;9,49404;2,250664233
10/05/2016;9,28265;2,228147066
11/05/2016;9,43143;2,244047729
12/05/2016;9,99511;2,302095973
13/05/2016;10,0623;2,308795767
14/05/2016;10,5051;2,351860854
15/05/2016;10,2386;2,326164892
16/05/2016;9,9687;2,299450184
17/05/2016;11,1932;2,415306451
18/05/2016;12,1793;2,499737789
19/05/2016;13,5428;2,605855041
20/05/2016;14,8532;2,69821533
21/05/2016;13,6897;2,616643725
22/05/2016;14,0405;2,64194601
23/05/2016;14,2798;2,658845951
24/05/2016;13,3054;2,588169968
25/05/2016;12,7932;2,54891378
26/05/2016;12,5161;2,527015816
27/05/2016;12,3894;2,516841268
28/05/2016;11,3332;2,427736471
29/05/2016;12,1122;2,494213209
30/05/2016;12,3253;2,51165406
31/05/2016;12,7435;2,545021338
01/06/2016;14,1098;2,646869591
02/06/2016;13,9917;2,638464297
03/06/2016;13,7429;2,620522327
04/06/2016;13,8643;2,629317191
05/06/2016;13,7625;2,621947502
06/06/2016;14,0007;2,639107328
07/06/2016;13,9453;2,635142534
08/06/2016;14,5079;2,674693329
09/06/2016;14,4306;2,669350952
10/06/2016;14,3759;2,665553193
11/06/2016;13,9091;2,632543302
12/06/2016;14,1864;2,652283759
13/06/2016;15,7723;2,758255237
14/06/2016;17,612801;2,868625967
15/06/2016;18,9053;2,939442306
16/06/2016;18,362801;2,910326933
17/06/2016;20,6509;3,027758902
18/06/2016;15,3786;2,732976933
19/06/2016;11,1673;2,412989865
20/06/2016;12,2369;2,504455977
21/06/2016;11,8198;2,469776091
22/06/2016;13,1997;2,580194102
23/06/2016;13,2156;2,58139795
24/06/2016;13,6821;2,616088409
25/06/2016;14,3028;2,660455322
26/06/2016;14,2611;2,657535551
27/06/2016;13,8082;2,625262619
28/06/2016;13,9276;2,633872483
29/06/2016;12,1742;2,499318958
30/06/2016;12,6029;2,533926946
01/07/2016;12,4381;2,520764343
02/07/2016;12,216;2,502746568
03/07/2016;12,1208;2,494922985
04/07/2016;11,6961;2,459255453
05/07/2016;11,4574;2,438635809
06/07/2016;10,5758;2,358568372
07/07/2016;10,5359;2,354788473
08/07/2016;10,1153;2,314049129
09/07/2016;11,4177;2,435164783
10/07/2016;10,9604;2,394288777
11/07/2016;10,9411;2,39252634
12/07/2016;10,447;2,346314856
13/07/2016;10,5066;2,352003631
14/07/2016;10,5969;2,360561506
15/07/2016;11,4991;2,442268771
16/07/2016;11,9194;2,478167325
17/07/2016;11,6235;2,453028911
18/07/2016;11,173;2,413500154
19/07/2016;11,0466;2,402122688
20/07/2016;11,5902;2,450159913
21/07/2016;12,4601;2,522531539
22/07/2016;12,6575;2,538249925
23/07/2016;14,6655;2,685497797
24/07/2016;14,2958;2,659965788
25/07/2016;12,7434;2,545013491
26/07/2016;13,8161;2,625834579
27/07/2016;12,0505;2,489106153
28/07/2016;12,9791;2,563340371
29/07/2016;12,8364;2,552284885
30/07/2016;12,7974;2,549242025
31/07/2016;12,4397;2,520892971
01/08/2016;11,8948;2,47610133
02/08/2016;10,9485;2,393202461
03/08/2016;8,8768;2,183441132
04/08/2016;10,311;2,333211287
05/08/2016;11,019;2,399621056
06/08/2016;10,9167;2,390293727
07/08/2016;10,8592;2,385012647
08/08/2016;10,9135;2,390000555
09/08/2016;11,2746;2,422552408
10/08/2016;12,2298;2,503875596
11/08/2016;12,1382;2,496357504
12/08/2016;11,6889;2,458639674
13/08/2016;11,7704;2,465587905
14/08/2016;11,5833;2,449564406
15/08/2016;11,2017;2,416065552
16/08/2016;11,2287;2,418473001
17/08/2016;11,1332;2,409931635
18/08/2016;10,7475;2,374673169
19/08/2016;10,7463;2,374561509
20/08/2016;10,7501;2,374915057
21/08/2016;11,2533;2,420661419
22/08/2016;11,1851;2,414582535
23/08/2016;11,137;2,410272898
24/08/2016;11,0243;2,400101927
25/08/2016;11,0313;2,400736687
26/08/2016;11,3524;2,429429175
27/08/2016;11,294;2,424271611
28/08/2016;11,147;2,411170403
29/08/2016;10,9151;2,390147152
30/08/2016;10,9921;2,397176833
31/08/2016;11,2386;2,419354282
01/09/2016;11,6705;2,45706429
02/09/2016;11,9642;2,481918857
03/09/2016;12,1129;2,494271
04/09/2016;11,7541;2,464202116
05/09/2016;11,6805;2,457920785
06/09/2016;11,7254;2,461757429
07/09/2016;11,6945;2,459118646
08/09/2016;11,5458;2,446321734
09/09/2016;11,4125;2,434709246
10/09/2016;11,6623;2,456361417
11/09/2016;12,2079;2,502083283
12/09/2016;11,643;2,454705141
13/09/2016;11,8887;2,475588369
14/09/2016;11,9046;2,47692488
15/09/2016;11,9431;2,480153706
16/09/2016;11,9596;2,481534303
17/09/2016;12,5582;2,530373839
18/09/2016;12,6864;2,540530554
19/09/2016;12,436;2,520595492
20/09/2016;13,2139;2,581269306
21/09/2016;14,4341;2,669593463
22/09/2016;13,665;2,614837819
23/09/2016;13,208;2,580822707
24/09/2016;13,3223;2,589439323
25/09/2016;12,8525;2,553538345
26/09/2016;13,1696;2,577911143
27/09/2016;12,8639;2,554424939
28/09/2016;13,1074;2,573176956
29/09/2016;13,2768;2,586018151
30/09/2016;13,076;2,570778489
01/10/2016;13,2032;2,580459224
02/10/2016;13,1802;2,578715703
03/10/2016;13,203;2,580444076
04/10/2016;13,4505;2,59901628
05/10/2016;13,2834;2,586515135
06/10/2016;13,0263;2,566970391
07/10/2016;12,8516;2,553468317
08/10/2016;12,674;2,539552651
09/10/2016;12,2156;2,502713823
10/10/2016;12,0607;2,489952233
11/10/2016;11,7624;2,464908003
12/10/2016;11,7846;2,466793594
13/10/2016;11,9092;2,477311211
14/10/2016;11,9891;2,483997904
15/10/2016;11,9361;2,479567421
16/10/2016;11,9817;2,483380486
17/10/2016;11,9556;2,481199788
18/10/2016;11,9959;2,484564925
19/10/2016;12,5926;2,53310934
20/10/2016;12,0463;2,488757559
21/10/2016;12,1297;2,495656991
22/10/2016;12,1804;2,499828102
23/10/2016;12,1304;2,495714699
24/10/2016;12,0372;2,488001855
25/10/2016;11,9676;2,482202998
26/10/2016;11,3841;2,432217645
27/10/2016;11,5312;2,445056405
28/10/2016;11,4749;2,440162041
29/10/2016;11,1003;2,406972135
30/10/2016;10,4282;2,344513675
31/10/2016;11,2296;2,418553149
01/11/2016;10,9578;2,394051531
02/11/2016;10,7735;2,377089415
03/11/2016;10,7977;2,379333148
04/11/2016;10,8175;2,381165193
05/11/2016;11,0948;2,40647653
06/11/2016;10,9917;2,397140443
07/11/2016;10,9037;2,389102181
08/11/2016;10,8506;2,384220378
09/11/2016;10,8199;2,381387031
10/11/2016;10,6747;2,367876456
11/11/2016;10,514;2,352707702
12/11/2016;10,2924;2,331405759
13/11/2016;9,88765;2,291286504
14/11/2016;10,0982;2,31235719
15/11/2016;9,97194;2,299775149
16/11/2016;10,217;2,324053
17/11/2016;10,0596;2,308527402
18/11/2016;9,98835;2,301419414
19/11/2016;9,48282;2,24948174
20/11/2016;9,66121;2,268118899
21/11/2016;9,58016;2,259694293
22/11/2016;9,62576;2,264442838
23/11/2016;9,91977;2,294529736
24/11/2016;9,84603;2,287068328
25/11/2016;9,22853;2,222299773
26/11/2016;9,41643;2,242456036
27/11/2016;9,31202;2,231306039
28/11/2016;8,99844;2,197051229
29/11/2016;8,7287;2,166616447
30/11/2016;8,15548;2,098690094
01/12/2016;8,60162;2,151950558
02/12/2016;8,45557;2,134825396
03/12/2016;7,76633;2,049797723
04/12/2016;7,90343;2,067296842
05/12/2016;7,41059;2,002910058
06/12/2016;6,8046;1,917598854
07/12/2016;7,89483;2,066208115
08/12/2016;8,3835;2,126265488
09/12/2016;8,16814;2,100241221
10/12/2016;8,43837;2,132789162
11/12/2016;8,12641;2,095119252
12/12/2016;8,19236;2,103202013
13/12/2016;8,5204;2,142463288
14/12/2016;8,4515;2,13434394
15/12/2016;8,23533;2,108433436
16/12/2016;7,85904;2,061664462
17/12/2016;7,85569;2,06123811
18/12/2016;7,86052;2,061852762
19/12/2016;7,86943;2,062985633
20/12/2016;7,63368;2,032570036
21/12/2016;7,66366;2,036489676
22/12/2016;7,89904;2,066741233
23/12/2016;7,57695;2,025110744
24/12/2016;7,15242;1,967450761
25/12/2016;7,26485;1,98304765
26/12/2016;7,1321;1,964605721
27/12/2016;7,27637;1,984632111
28/12/2016;7,14895;1,966965493
29/12/2016;7,53913;2,020106791
30/12/2016;8,28988;2,115035494
31/12/2016;8,15115;2,098159022
01/01/2017;7,98231;2,077227843
02/01/2017;8,17087;2,10057539
03/01/2017;8,37458;2,125200927
04/01/2017;9,70929;2,273083159
05/01/2017;11,2868;2,423633901
06/01/2017;10,2858;2,330764303
07/01/2017;10,2409;2,326389506
08/01/2017;9,87258;2,289761217
09/01/2017;10,3138;2,333482804
10/01/2017;10,3695;2,338868805
11/01/2017;10,5415;2,355319848
12/01/2017;9,72139;2,274328612
13/01/2017;9,82722;2,285156086
14/01/2017;9,78645;2,280998776
15/01/2017;9,8292;2,285357547
16/01/2017;9,88353;2,290869735
17/01/2017;9,63962;2,265881689
18/01/2017;10,2964;2,33179432
19/01/2017;10,2405;2,326350447
20/01/2017;10,3868;2,340535769
21/01/2017;10,5955;2,360429383
22/01/2017;10,9101;2,389688966
23/01/2017;10,7099;2,371168547
24/01/2017;10,7279;2,372847825
25/01/2017;10,6185;2,362597763
26/01/2017;10,5672;2,357754864
27/01/2017;10,5841;2,359352875
28/01/2017;10,5383;2,35501624
29/01/2017;10,5617;2,35723425
30/01/2017;10,4938;2,350784607
31/01/2017;10,5642;2,357470926
01/02/2017;10,7413;2,374096125
02/02/2017;10,7355;2,373556007
03/02/2017;10,8125;2,380702872
04/02/2017;11,1287;2,409527357
05/02/2017;11,4422;2,437308275
06/02/2017;11,3539;2,429561297
07/02/2017;11,4253;2,435830195
08/02/2017;11,5402;2,445836592
09/02/2017;11,4359;2,43675753
10/02/2017;11,045;2,401977837
11/02/2017;11,2908;2,423988235
12/02/2017;11,3533;2,429508451
13/02/2017;11,3836;2,432173723
14/02/2017;11,2864;2,423598461
15/02/2017;13,0397;2,56799855
16/02/2017;12,921;2,558853895
17/02/2017;12,8985;2,557111026
18/02/2017;12,7084;2,542263192
19/02/2017;12,8176;2,550819226
20/02/2017;12,7652;2,546722718
21/02/2017;12,3422;2,513024285
22/02/2017;12,6872;2,540593611
23/02/2017;12,5981;2,533546009
24/02/2017;13,1343;2,575227129
25/02/2017;13,0638;2,569845046
26/02/2017;13,5177;2,603999938
27/02/2017;14,5058;2,674548569
28/02/2017;15,4507;2,73765431
01/03/2017;15,8472;2,762992829
02/03/2017;17,355301;2,853897993
03/03/2017;19,042801;2,94668913
04/03/2017;19,517099;2,971290953
05/03/2017;18,5028;2,917922072
06/03/2017;19,282301;2,959187629
07/03/2017;19,5791;2,974462671
08/03/2017;18,8825;2,938235567
09/03/2017;16,6401;2,811815445
10/03/2017;17,7409;2,875872708
11/03/2017;19,374599;2,963962878
12/03/2017;21,464899;3,066418996
13/03/2017;23,5049;3,15720891
14/03/2017;28,571899;3,352423682
15/03/2017;28,6451;3,354982399
16/03/2017;35,3573;3,565504877
17/03/2017;45,929501;3,827107634
18/03/2017;46,874199;3,847467396
19/03/2017;35,529701;3,570368995
20/03/2017;44,833599;3,802957836
21/03/2017;43,5098;3,7729862
22/03/2017;43,122501;3,764044926
23/03/2017;42,565201;3,751037042
24/03/2017;43,638;3,77592833
25/03/2017;53,575901;3,981099359
26/03/2017;50,769901;3,927303679
27/03/2017;51,312099;3,937926572
28/03/2017;49,7104;3,906214167
29/03/2017;50,569302;3,923344712
30/03/2017;53,1245;3,972638215
31/03/2017;51,7537;3,946495927
01/04/2017;50,033699;3,912696758
02/04/2017;50,7384;3,92668302
03/04/2017;48,821201;3,888164665
04/04/2017;43,921799;3,782410757
05/04/2017;44,661098;3,799102832
06/04/2017;45,220501;3,811550546
07/04/2017;42,865101;3,758057998
08/04/2017;41,798401;3,732858085
09/04/2017;44,280399;3,790542119
10/04/2017;43,277599;3,767635157
11/04/2017;43,5014;3,772793121
12/04/2017;43,462799;3,771905377
13/04/2017;46,3106;3,835370877
14/04/2017;49,971401;3,911450862
15/04/2017;47,653702;3,863960319
16/04/2017;49,0378;3,892591429
17/04/2017;48,659698;3,884851131
18/04/2017;48,319;3,877824858
19/04/2017;50,729;3,926497739
20/04/2017;48,132301;3,87395349
21/04/2017;49,643299;3,904863417
22/04/2017;48,1824;3,874993809
23/04/2017;48,592499;3,883469177
24/04/2017;48,866699;3,889096162
25/04/2017;50,0746;3,913513894
26/04/2017;49,909401;3,910209382
27/04/2017;52,805698;3,966619102
28/04/2017;62,226898;4,13078735
29/04/2017;71,389603;4,268152242
30/04/2017;68,540604;4,227426329
01/05/2017;79,321602;4,3735105
02/05/2017;76,653397;4,339293923
03/05/2017;77,253998;4,347098668
04/05/2017;79,720398;4,378525488
05/05/2017;96,734703;4,571972211
06/05/2017;94,912102;4,552951221
07/05/2017;97,8694;4,583633937
08/05/2017;93,747002;4,540599686
09/05/2017;91,227997;4,513361835
10/05/2017;91,1511;4,512518569
11/05/2017;89,770699;4,49725863
12/05/2017;89,428596;4,493440497
13/05/2017;88,694397;4,485196719
14/05/2017;90,871597;4,509447488
15/05/2017;90,784103;4,508484193
16/05/2017;92,387703;4,525993885
17/05/2017;89,250298;4,49144476
18/05/2017;89,840401;4,498034774
19/05/2017;97,052803;4,575255191
20/05/2017;129,222;4,861531855
21/05/2017;127,537003;4,848406542
22/05/2017;158,173004;5,063689396
23/05/2017;170,817993;5,140598621
24/05/2017;182,649002;5,207566289
25/05/2017;189,848999;5,246229014
26/05/2017;175,216995;5,166025177
27/05/2017;159,817001;5,074029417
28/05/2017;158,817001;5,067752602
29/05/2017;170,134995;5,13659221
30/05/2017;195,613007;5,276138253
31/05/2017;231,578003;5,444916763
01/06/2017;230,886002;5,441924091
02/06/2017;222,285995;5,403964819
03/06/2017;223,464005;5,40925035
04/06/2017;224,117004;5,412168255
05/06/2017;245,261993;5,502326998
06/06/2017;248,598999;5,515841153
07/06/2017;264,26001;5,576933505
08/06/2017;257,990997;5,552924689
09/06/2017;261,748993;5,567386003
10/06/2017;282,014008;5,641956743
11/06/2017;338,794006;5,825392271
12/06/2017;341,164001;5,832363303
13/06/2017;395,686005;5,98062098
14/06/2017;397,588989;5,985418781
15/06/2017;358,506989;5,881948155
16/06/2017;361,182007;5,889382006
17/06/2017;369,882996;5,913186729
18/06/2017;379,519012;5,938904693
19/06/2017;371,864014;5,918528234
20/06/2017;370,326996;5,914386388
21/06/2017;359,540009;5,884825462
22/06/2017;337,733002;5,822255648
23/06/2017;336,484985;5,818553527
24/06/2017;341,625;5,833713644
25/06/2017;323,466003;5,779094017
26/06/2017;302,954987;5,713584237
27/06/2017;272,691986;5,608342902
28/06/2017;293,041992;5,680315916
29/06/2017;328,365997;5,794128831
30/06/2017;303,152008;5,714234356
01/07/2017;293,352997;5,681376652
02/07/2017;275,122986;5,61721822
03/07/2017;288,414001;5,664396951
04/07/2017;282,19101;5,642584182
05/07/2017;273,098999;5,609834363
06/07/2017;268,858002;5,594183367
07/07/2017;270,350006;5,599717438
08/07/2017;245,889999;5,504884277
09/07/2017;251,822006;5,528722513
10/07/2017;243,011002;5,493106718
11/07/2017;211,524994;5,354343166
12/07/2017;197,151993;5,283974969
13/07/2017;231,811996;5,445926681
14/07/2017;209,529007;5,344862188
15/07/2017;199,709;5,296861307
16/07/2017;169,574005;5,133289439
17/07/2017;159,990997;5,075117545
18/07/2017;195,026993;5,273137975
19/07/2017;234,940994;5,459334393
20/07/2017;205,421997;5,325066385
21/07/2017;226,061005;5,420804896
22/07/2017;217,860001;5,383852659
23/07/2017;229,123001;5,434258982
24/07/2017;226,285004;5,421795284
25/07/2017;224,373001;5,41330985
26/07/2017;207,085999;5,333134161
27/07/2017;204,856003;5,322307308
28/07/2017;204,324997;5,319711849
29/07/2017;193,341003;5,264455485
30/07/2017;206,735992;5,331442578
31/07/2017;197,404999;5,285257451
01/08/2017;204,688004;5,321486888
02/08/2017;227,005997;5,424976436
03/08/2017;220,179993;5,394445362
04/08/2017;225,307999;5,417468351
05/08/2017;222,852005;5,406507896
06/08/2017;256,419006;5,546812849
07/08/2017;261,237;5,565428041
08/08/2017;269,100006;5,59508308
09/08/2017;297,631989;5,695857787
10/08/2017;296,960999;5,693600814
11/08/2017;294,494995;5,685262008
12/08/2017;308,709991;5,732402296
13/08/2017;310,365997;5,737752237
14/08/2017;298,031006;5,697197528
15/08/2017;299,951996;5,703622449
16/08/2017;289,819;5,66925659
17/08/2017;302,804993;5,713089011
18/08/2017;301,696991;5,709423173
19/08/2017;296,181;5,690970754
20/08/2017;296,644012;5,692532807
21/08/2017;300,476013;5,705367927
22/08/2017;321,054993;5,771612426
23/08/2017;315,265991;5,753416698
24/08/2017;317,447998;5,760314019
25/08/2017;326,109009;5,787231709
26/08/2017;331,98999;5,805104818
27/08/2017;334,356995;5,812209269
28/08/2017;350,042999;5,858056001
29/08/2017;347,964996;5,852101889
30/08/2017;369,472992;5,912077644
31/08/2017;378,44101;5,936060209
01/09/2017;383,46701;5,949253594
02/09/2017;387,824005;5,960551641
03/09/2017;350,229004;5,858587238
04/09/2017;347,132996;5,84970798
05/09/2017;297,566986;5,695639363
06/09/2017;313,802002;5,74876222
07/09/2017;333,519012;5,809699871
08/09/2017;329,635986;5,797988973
09/09/2017;296,169006;5,690930258
10/09/2017;294,063995;5,683797414
11/09/2017;289,744995;5,669001209
12/09/2017;294,630005;5,685720349
13/09/2017;291,122009;5,673742454
14/09/2017;276,587006;5,622525441
15/09/2017;215,220993;5,371665375
16/09/2017;250,865997;5,52491892
